LeagueID,SeasonID,TeamID,TeamCity,TeamName,Conference,ConferenceRecord,PlayoffRank,ClinchIndicator,Division,DivisionRecord,DivisionRank,WINS,LOSSES,WinPCT,LeagueRank,Record,HOME,ROAD,L10,Last10Home,Last10Road,OT,ThreePTSOrLess,TenPTSOrMore,LongHomeStreak,strLongHomeStreak,LongRoadStreak,strLongRoadStreak,LongWinStreak,LongLossStreak,CurrentHomeStreak,strCurrentHomeStreak,CurrentRoadStreak,strCurrentRoadStreak,CurrentStreak,strCurrentStreak,ConferenceGamesBack,DivisionGamesBack,ClinchedConferenceTitle,ClinchedDivisionTitle,ClinchedPlayoffBirth,EliminatedConference,EliminatedDivision,AheadAtHalf,BehindAtHalf,TiedAtHalf,AheadAtThird,BehindAtThird,TiedAtThird,Score100PTS,OppScore100PTS,OppOver500,LeadInFGPCT,LeadInReb,FewerTurnovers,PointsPG,OppPointsPG,DiffPointsPG,vsEast,vsAtlantic,vsCentral,vsSoutheast,vsWest,vsNorthwest,vsPacific,vsSouthwest,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,PreAS,PostAS
0,22020,1610612738,Boston,Celtics,East,20-22,7, - x,Atlantic,8-Apr,4,36,36,0.5,0,36-36,21-15,15-21,6-Apr,5-May,5-May,2-Feb,5-Jul,17-12,5,W 5,-7,L 7,6,4,-3,L 3,-1,L 1,-1,L 1,13,13,0,0,1,0,0,26-8,27-Sep,1-Jan,27-7,28-Jul,1-Feb,35-24,27-33,18-18,27-9,28-9,14-18,113,111,1,20-22,8-Apr,8-Jul,6-Sep,16-14,4-Jun,4-Jun,6-Apr,6-Jul,9-Jul,8-Jun,5-Nov,6-Feb,,,,,,,2-Mar,19-17,17-19
0,22020,1610612747,Los Angeles,Lakers,West,25-17,7, - x,Pacific,8-Apr,3,42,30,0.583,0,42-30,21-15,21-15,4-Jun,5-May,6-Apr,1-May,5-Jul,22-13,5,W 5,10,W 10,7,4,4,W 4,2,W 2,5,W 5,10,9,0,0,1,0,0,31-7,22-Nov,0-1,31-5,24-Oct,1-Jan,38-18,23-28,20-21,32-7,28-11,20-10,110,107,3,17-13,6-Apr,2-Aug,5-May,25-17,5-Oct,8-Apr,4-Nov,4-Dec,5-Sep,7-Jun,9-Jun,3-Jun,,,,,,,2-Mar,24-13,18-17
0,22020,1610612763,Memphis,Grizzlies,West,19-23,8, - x,Southwest,6-Jun,2,38,34,0.528,0,38-34,18-18,20-16,4-Jun,4-Jun,6-Apr,2-Feb,7-Mar,23-21,-5,L 5,5,W 5,7,4,4,W 4,-1,L 1,-1,L 1,14,4,0,0,1,0,0,27-11,23-Sep,Feb-00,34-11,22-Apr,0-1,36-25,29-32,19-25,31-5,27-12,21-17,113,112,1,19-11,4-Jun,5-May,2-Aug,19-23,8-Jul,9-Jun,6-Jun,3-Jul,9-Jul,8-Jul,7-Oct,4-Jun,,,,,,,3-Jan,16-16,22-18
0,22020,1610612764,Washington,Wizards,East,16-26,8, - x,Southeast,9-Mar,3,34,38,0.472,0,34-38,19-17,15-21,4-Jun,1-Sep,4-Jun,1-Apr,8-Nov,14-20,5,W 5,-7,L 7,8,5,4,W 4,-2,L 2,2,W 2,15,7,0,0,1,0,0,26-6,30-Aug,0-2,22-7,30-Oct,1-Feb,34-32,31-38,14-24,24-9,20-11,18-13,117,118,-2,16-26,11-Apr,6-Sep,9-Mar,18-12,1-Sep,3-Jul,8-Feb,7-Apr,7-Sep,10-Apr,5-Dec,4-May,,,,,,,0-5,14-20,20-18
0,22020,1610612744,Golden State,Warriors,West,25-17,9,,Pacific,7-May,4,39,33,0.542,0,39-33,25-11,14-22,2-Aug,1-Sep,5-May,Jan-00,4-Jun,25-18,6,W 6,-5,L 5,6,4,6,W 6,-1,L 1,6,W 6,13,12,0,0,0,0,0,25-8,24-Dec,1-Feb,33-8,23-Jun,0-2,39-23,29-33,15-20,34-9,19-3,22-12,114,113,1,14-16,7-Mar,2-Aug,7-Mar,25-17,5-Oct,7-May,5-Oct,7-Sep,7-Aug,8-Apr,8-Aug,1-Aug,,,,,,,2-Feb,19-18,20-15
0,22020,1610612754,Indiana,Pacers,East,20-22,9,,Central,5-Jul,2,34,38,0.472,0,34-38,13-23,21-15,5-May,6-Apr,3-Jul,2-May,4-May,15-17,-6,L 6,4,W 4,3,4,-2,L 2,2,W 2,1,W 1,15,12,0,0,0,0,0,25-8,29-Aug,1-Jan,29-7,29-Apr,2-Jan,34-30,27-37,15-21,29-5,17-5,20-20,115,115,0,20-22,10-May,5-Jul,7-Aug,14-16,5-May,8-Feb,3-Jul,8-Jul,8-Apr,8-Jun,8-Aug,5-May,,,,,,,1-Apr,16-19,18-19
0,22020,1610612759,San Antonio,Spurs,West,17-25,10,,Southwest,6-Jun,3,33,39,0.458,0,33-39,14-22,19-17,8-Feb,8-Feb,7-Mar,5-Feb,8-Jul,18-20,-5,L 5,4,W 4,3,5,-2,L 2,-3,L 3,-4,L 4,19,9,0,0,0,0,0,28-9,29-May,0-1,24-7,31-Jul,1-Feb,33-26,24-36,13-29,23-11,16-6,23-22,111,113,-2,16-14,7-Mar,3-Jul,4-Jun,17-25,10-May,9-Jun,6-Jun,7-Sep,3-Jun,9-Jul,10-Jul,8-Feb,,,,,,,2-Feb,18-14,15-25
0,22020,1610612766,Charlotte,Hornets,East,20-22,10,,Southeast,4-Aug,4,33,39,0.458,0,33-39,18-18,15-21,7-Mar,6-Apr,7-Mar,2-Jan,4-Sep,14-24,5,W 5,-4,L 4,4,5,-3,L 3,-2,L 2,-5,L 5,16,8,0,0,0,0,0,23-6,30-Oct,0-3,27-3,Apr-35,1-Feb,33-27,23-39,14-27,22-7,21-9,16-17,109,111,-2,20-22,11-Apr,7-Aug,4-Aug,13-17,6-Apr,6-Apr,5-May,9-Jul,6-Jul,5-Aug,10-Jun,7-Mar,,,,,,,2-Feb,17-18,16-21
0,22020,1610612740,New Orleans,Pelicans,West,18-24,11, - o,Southwest,6-Jun,4,31,41,0.431,0,31-41,18-18,13-23,6-Apr,6-Apr,6-Apr,4-Feb,10-Mar,13-21,3,W 3,-4,L 4,4,5,-1,L 1,-3,L 3,-4,L 4,21,11,0,0,0,1,1,19-11,29-Sep,1-Mar,24-9,30-Jun,2-Jan,30-35,25-41,17-27,27-14,28-28,10-Nov,115,115,0,13-17,5-May,5-May,7-Mar,18-24,10-May,8-Jul,6-Jun,9-Apr,8-Jul,6-Jul,10-Jul,6-Mar,,,,,,,2-Mar,15-21,16-20
0,22020,1610612741,Chicago,Bulls,East,21-21,11, - o,Central,5-Jul,3,31,41,0.431,0,31-41,15-21,16-20,5-May,5-May,6-Apr,2-Feb,5-Mar,16-20,-4,L 4,-4,L 4,3,6,2,W 2,-1,L 1,1,W 1,18,15,0,0,0,1,1,24-8,31-Jul,0-2,28-6,Mar-33,0-2,31-28,21-41,29-Aug,27-11,22-18,13-Sep,111,112,-1,21-21,8-Jul,5-Jul,8-Jul,20-Oct,7-Mar,9-Jan,4-Jun,8-May,6-Aug,10-Apr,10-Jul,4-May,,,,,,,3-Feb,16-18,15-23
0,22020,1610612758,Sacramento,Kings,West,18-24,12, - o,Pacific,7-May,5,31,41,0.431,0,31-41,16-20,15-21,4-Jun,6-Apr,5-May,Jan-00,5-Oct,22-Dec,-6,L 6,-5,L 5,5,9,-1,L 1,-2,L 2,-3,L 3,21,20,0,0,0,1,1,24-10,28-May,3-Feb,21-7,Sep-33,1-Jan,31-36,24-41,17-23,24-8,8-Dec,13-20,114,117,-4,13-17,6-Apr,4-Jun,7-Mar,18-24,8-Jul,7-May,9-Jun,9-May,10-May,5-Sep,11-Apr,4-May,,,,,,,2-Mar,14-22,17-19
0,22020,1610612761,Toronto,Raptors,East,17-25,12, - o,Atlantic,8-Apr,5,27,45,0.375,0,27-45,16-20,25-Nov,9-Jan,5-May,8-Feb,0-1,6-Mar,17-19,5,W 5,-9,L 9,4,9,-5,L 5,-3,L 3,-7,L 7,22,22,0,0,0,1,1,17-12,Jul-33,Mar-00,23-6,Apr-37,0-2,26-38,20-45,14-27,22-11,16-7,16-32,111,112,0,17-25,8-Apr,10-May,7-Aug,20-Oct,7-Mar,7-Mar,6-Apr,9-Jul,5-Sep,13-Jan,7-Aug,8-Jan,,,,,,,3-Jan,17-19,26-Oct
0,22020,1610612750,Minnesota,Timberwolves,West,15-27,13, - o,Northwest,7-May,4,23,49,0.319,0,23-49,13-23,26-Oct,5-May,6-Apr,5-May,0-5,6-Apr,25-Sep,-7,L 7,-9,L 9,4,9,1,W 1,2,W 2,1,W 1,29,29,0,0,0,1,1,7-Sep,Nov-41,1-Mar,13-11,Sep-38,Jan-00,22-39,20-47,27-Nov,7-Nov,13-12,14-25,112,118,-6,22-Aug,8-Feb,6-Apr,8-Feb,15-27,7-May,11-Apr,9-Jun,12-Mar,14-Feb,8-May,8-Aug,5-Mar,,,,,,,2-Feb,29-Jul,16-20
0,22020,1610612739,Cleveland,Cavaliers,East,16-26,13, - o,Central,8-Apr,4,22,50,0.306,0,22-50,13-23,27-Sep,9-Jan,8-Feb,8-Feb,1-Mar,2-Apr,Nov-37,-7,L 7,-9,L 9,4,11,1,W 1,-8,L 8,-2,L 2,27,24,0,0,0,1,1,18-8,Apr-42,0-0,16-6,Apr-43,1-Feb,20-26,13-49,28-Oct,20-4,13-15,20-Nov,104,112,-8,16-26,7-Aug,8-Apr,11-Apr,24-Jun,8-Feb,0-10,6-Apr,9-Jun,10-Apr,9-Apr,12-Apr,8-Jan,,,,,,,2-Mar,14-22,28-Aug
0,22020,1610612753,Orlando,Magic,East,13-29,14, - o,Southeast,8-Apr,5,21,51,0.292,0,21-51,25-Nov,26-Oct,8-Feb,9-Jan,8-Feb,1-Jan,5-Mar,Jun-35,-9,L 9,-7,L 7,4,9,-2,L 2,-5,L 5,-7,L 7,28,20,0,0,0,1,1,16-10,Apr-41,Jan-00,13-5,Aug-44,0-2,20-23,15-47,30-Oct,14-3,14-16,21-Oct,104,113,-9,13-29,13-Feb,8-Jul,8-Apr,22-Aug,8-Feb,6-Apr,8-Feb,12-Apr,8-May,10-Mar,13-Mar,7-Feb,,,,,,,1-Apr,13-23,28-Aug
0,22020,1610612760,Oklahoma City,Thunder,West,30-Dec,14, - o,Northwest,9-Mar,5,22,50,0.306,0,22-50,26-Oct,24-Dec,9-Jan,9-Jan,9-Jan,2-Jan,5-Jul,May-36,-11,L 11,-8,L 8,3,14,1,W 1,-4,L 4,1,W 1,30,30,0,0,0,1,1,13-10,Aug-39,1-Jan,15-5,May-45,Feb-00,22-28,17-47,14-30,17-5,13-16,13-Aug,105,116,-11,20-Oct,6-Apr,7-Mar,7-Mar,30-Dec,9-Mar,13-Feb,8-Jul,7-Jul,10-Jun,7-Jun,15-Jan,8-Jan,,,,,,,3-Jan,15-21,29-Jul
0,22020,1610612765,Detroit,Pistons,East,30-Dec,15, - o,Central,11-Jan,5,20,52,0.278,0,20-52,13-23,29-Jul,9-Jan,7-Mar,9-Jan,3-Jan,8-Jan,14-31,-4,L 4,-8,L 8,2,5,-4,L 4,-8,L 8,-5,L 5,29,26,0,0,0,1,1,16-10,Mar-41,1-Jan,19-8,Jan-43,0-1,19-34,14-51,29-Sep,15-11,14-13,16-Dec,107,111,-4,30-Dec,8-Jul,11-Jan,11-Apr,22-Aug,8-Feb,7-Mar,7-Mar,11-May,10-Apr,9-Apr,10-Jun,8-Jan,,,,,,,0-4,26-Oct,26-Oct
0,22020,1610612745,Houston,Rockets,West,Nov-31,15, - o,Southwest,7-May,5,17,55,0.236,0,17-55,27-Sep,28-Aug,8-Feb,8-Feb,9-Jan,0-1,4-Mar,Aug-37,-11,L 11,-10,L 10,6,20,1,W 1,-7,L 7,-1,L 1,35,25,0,0,0,1,1,14-8,Feb-46,1-Jan,15-7,Feb-48,0-0,17-38,Dec-55,28-Oct,16-12,7-Dec,24-Aug,109,117,-8,24-Jun,9-Jan,8-Feb,7-Mar,Nov-31,12-Mar,12-Mar,7-May,7-Aug,12-Feb,13-Feb,13-Mar,8-Jan,,,,,,,2-Jan,23-Nov,Jun-32
0,22021,1610612748,Miami,Heat,East,35-17,1, - e,Southeast,13-3,1,53,29,0.646,0,53-29,29-12,24-17,4-Jun,4-Jun,3-Jul,3-Jan,6-Mar,31-15,7,W 7,6,W 6,6,4,3,W 3,-1,L 1,-1,L 1,0,0,1,1,1,0,0,41-11,17-Nov,1-Jan,46-5,23-Jul,0-1,51-17,30-28,28-20,49-6,36-8,25-9,110,106,4,35-17,8-Oct,6-Dec,13-3,18-12,4-Jun,6-Apr,2-Aug,6-Sep,2-Sep,7-Aug,1-Apr,,,,,,1-May,7-Aug,5-Oct,38-21,15-8
0,22021,1610612756,Phoenix,Suns,West,39-13,1, - w,Pacific,6-Oct,1,64,18,0.78,0,64-18,32-9,32-9,4-Jun,4-Jun,3-Jul,Feb-00,2-Jun,37-9,15,W 15,8,W 8,18,2,-1,L 1,1,W 1,-1,L 1,0,0,1,1,1,0,0,49-6,15-12,0-0,47-0,17-17,0-1,61-14,42-18,32-10,57-5,41-2,34-13,115,107,8,25-5,2-Aug,1-Sep,2-Aug,39-13,14-4,6-Oct,15-3,13-1,3-Sep,13-2,4-Feb,,,,,,3-Feb,16-0,5-Sep,48-10,16-8
0,22021,1610612738,Boston,Celtics,East,33-19,2, - a,Atlantic,7-Sep,1,51,31,0.622,0,51-31,28-13,23-18,3-Jul,2-Aug,3-Jul,3-Apr,9-Mar,35-9,5,W 5,7,W 7,9,3,2,W 2,1,W 1,1,W 1,2,0,0,1,1,0,0,41-9,22-Oct,0-0,45-7,23-Jun,0-1,46-20,26-26,27-21,47-7,39-11,26-13,112,104,7,33-19,7-Sep,6-Dec,6-Dec,18-12,3-Jul,5-May,4-Jun,6-Oct,2-Sep,3-Nov,1-Apr,,,,,,4-Feb,6-Sep,9-Jun,34-26,17-5
0,22021,1610612763,Memphis,Grizzlies,West,36-16,2, - sw,Southwest,5-Nov,1,56,26,0.683,0,56-26,30-11,26-15,3-Jul,1-Sep,5-May,2-Feb,3-May,33-17,10,W 10,6,W 6,11,3,-1,L 1,-2,L 2,-1,L 1,8,0,0,1,1,0,0,50-9,16-Jun,0-1,47-3,21-Sep,0-2,54-18,43-26,24-14,45-0,52-11,34-17,116,110,6,20-10,4-Jun,1-Sep,5-May,36-16,8-Oct,15-3,5-Nov,4-Dec,2-Aug,3-Nov,3-Feb,,,,,,3-Mar,7-Aug,4-Dec,41-19,15-7
0,22021,1610612744,Golden State,Warriors,West,33-19,3, - x,Pacific,4-Dec,2,53,29,0.646,0,53-29,31-10,22-19,4-Jun,5-May,5-May,0-2,5-Jun,34-10,11,W 11,4,W 4,9,5,2,W 2,3,W 3,5,W 5,11,11,0,0,1,0,0,36-7,16-21,1-Jan,44-9,19-Jul,1-Feb,51-18,29-26,27-17,46-11,38-10,25-9,111,105,6,20-10,4-Jun,2-Aug,4-Jun,33-19,6-Dec,4-Dec,9-Sep,6-Nov,5-May,11-May,May-00,,,,,,1-May,13-2,4-Sep,42-17,12-Nov
0,22021,1610612749,Milwaukee,Bucks,East,33-19,3, - c,Central,4-Dec,1,51,31,0.622,0,51-31,27-14,24-17,4-Jun,3-Jul,4-Jun,2-Jan,2-Apr,31-15,9,W 9,4,W 4,8,3,1,W 1,-1,L 1,-1,L 1,2,0,0,1,1,0,0,43-11,20-Aug,0-0,42-1,29-Aug,1-Jan,49-21,40-30,25-21,44-3,42-8,22-13,115,112,3,33-19,8-Oct,4-Dec,7-Nov,18-12,5-May,3-Jul,4-Jun,8-Jul,4-Jun,3-Nov,3-Mar,,,,,,4-Mar,4-Oct,5-Nov,36-24,15-7
0,22021,1610612742,Dallas,Mavericks,West,36-16,4, - x,Southwest,14-2,2,52,30,0.634,0,52-30,29-12,23-18,2-Aug,1-Sep,4-Jun,2-Jan,5-Jul,27-14,6,W 6,5,W 5,6,3,6,W 6,2,W 2,4,W 4,12,4,0,0,1,0,0,34-9,17-20,1-Jan,45-6,22-Jun,2-Jan,49-14,29-26,24-20,41-0,31-5,27-14,108,105,3,16-14,4-Jun,4-Jun,6-Apr,36-16,6-Dec,8-Oct,14-2,4-Dec,3-Jul,4-Dec,1-Apr,,,,,,2-Apr,7-Jun,9-Jul,35-24,17-6
0,22021,1610612755,Philadelphia,76ers,East,32-20,4, - x,Atlantic,10-Jun,2,51,31,0.622,0,51-31,24-17,27-14,4-Jun,4-Jun,4-Jun,1-Mar,6-Jun,28-11,4,W 4,7,W 7,7,5,3,W 3,-1,L 1,2,W 2,2,0,0,0,1,0,0,37-11,13-19,1-Jan,41-8,23-Sep,Jan-00,50-15,34-27,28-23,42-6,25-6,27-18,110,107,3,32-20,10-Jun,14-4,6-Dec,19-11,5-May,4-Jun,2-Aug,3-Dec,4-Jun,7-Sep,1-May,,,,,,2-Apr,8-Jul,6-Aug,35-23,16-8
0,22021,1610612761,Toronto,Raptors,East,30-22,5, - x,Atlantic,6-Oct,3,48,34,0.585,0,48-34,24-17,24-17,2-Aug,3-Jul,3-Jul,2-Mar,6-Jul,25-14,5,W 5,6,W 6,8,3,3,W 3,-1,L 1,-1,L 1,5,3,0,0,1,0,0,33-9,15-25,0-0,38-6,27-Sep,1-Jan,44-17,35-31,29-19,28-5,31-10,37-21,109,107,2,30-22,6-Oct,10-Aug,6-Dec,18-12,5-May,3-Jul,4-Jun,6-Oct,4-Aug,5-Nov,2-Apr,,,,,,3-Apr,10-May,4-Jun,32-25,16-9
0,22021,1610612762,Utah,Jazz,West,33-19,5, - nw,Northwest,15-1,1,49,33,0.598,0,49-33,29-12,20-21,6-Apr,2-Aug,8-Feb,Feb-00,6-Jan,34-10,9,W 9,10,W 10,8,5,-1,L 1,1,W 1,1,W 1,15,0,0,1,1,0,0,39-13,20-Sep,Jan-00,45-13,20-Feb,Feb-00,49-25,35-31,24-20,43-8,42-15,13-7,114,108,6,16-14,3-Jul,6-Apr,5-May,33-19,15-1,9-Sep,9-Sep,12-Apr,1-Aug,9-Aug,2-Mar,,,,,,1-May,6-Sep,2-Dec,36-22,13-11
0,22021,1610612741,Chicago,Bulls,East,29-23,6, - x,Central,6-Oct,2,46,36,0.561,0,46-36,27-14,19-22,6-Apr,6-Apr,6-Apr,1-Jan,4-Apr,23-20,9,W 9,-5,L 5,9,5,-4,L 4,2,W 2,1,W 1,7,5,0,0,1,0,0,35-5,Nov-31,0-0,36-5,Sep-31,Jan-00,43-24,33-35,23-26,37-8,27-6,23-17,112,112,0,29-23,10-Aug,6-Oct,7-Nov,17-13,2-Aug,5-May,6-Apr,8-Aug,5-Aug,9-Jun,4-Jan,,,,,,1-May,7-Sep,2-Sep,38-21,15-Aug
0,22021,1610612743,Denver,Nuggets,West,29-23,6, - x,Northwest,10-Jun,2,48,34,0.585,0,48-34,23-18,25-16,4-Jun,7-Mar,1-Sep,2-Mar,3-Aug,23-20,6,W 6,7,W 7,6,6,-1,L 1,3,W 3,-1,L 1,16,1,0,0,1,0,0,36-12,21-Sep,1-Mar,39-10,23-Jun,1-Mar,44-25,34-32,21-23,35-10,31-14,18-6,113,110,2,19-11,4-Jun,5-May,2-Aug,29-23,10-Jun,13-5,8-Oct,5-Nov,4-Aug,6-Oct,3-Feb,,,,,,2-Apr,8-Jun,6-Jul,33-25,15-9
0,22021,1610612750,Minnesota,Timberwolves,West,32-20,7,,Northwest,4-Dec,3,46,36,0.561,0,46-36,26-15,20-21,6-Apr,3-Jul,4-Jun,1-Feb,4-Apr,28-21,7,W 7,-4,L 4,6,6,-1,L 1,2,W 2,-1,L 1,18,3,0,0,0,0,0,34-10,26-Dec,0-0,42-8,28-Apr,0-0,44-29,34-33,23-24,38-0,24-10,34-20,116,113,3,14-16,6-Apr,3-Jul,7-Mar,32-20,4-Dec,10-Aug,6-Dec,6-Sep,4-Aug,5-Oct,2-Mar,,,,,,2-Mar,8-Aug,9-May,31-28,15-8
0,22021,1610612751,Brooklyn,Nets,East,31-21,7,,Atlantic,6-Oct,4,44,38,0.537,0,44-38,20-21,24-17,4-Jun,3-Jul,4-Jun,1-Feb,4-Aug,20-20,-5,L 5,-8,L 8,5,11,3,W 3,1,W 1,4,W 4,9,7,0,0,0,0,0,29-15,14-23,Jan-00,34-9,28-Sep,1-Jan,43-30,33-38,20-29,40-11,28-14,19-17,113,112,1,31-21,6-Oct,6-Dec,9-Sep,13-17,6-Apr,7-Mar,4-Jun,10-Jun,10-Mar,7-Aug,1-Apr,,,,,,3-Apr,3-Nov,4-Aug,31-28,13-10
0,22021,1610612739,Cleveland,Cavaliers,East,27-25,8,,Central,6-Oct,3,44,38,0.537,0,44-38,25-16,19-22,7-Mar,5-May,8-Feb,Feb-00,4-Oct,22-19,8,W 8,4,W 4,6,5,1,W 1,-2,L 2,1,W 1,9,7,0,0,0,0,0,30-14,23-Dec,1-Feb,33-9,29-Nov,0-0,35-27,22-34,20-25,37-9,30-14,22-10,108,106,2,27-25,10-Aug,6-Oct,9-Sep,17-13,2-Aug,6-Apr,5-May,4-Nov,5-May,10-Jun,3-Feb,,,,,,4-Mar,6-Aug,6-Sep,35-23,15-Sep
0,22021,1610612746,LA,Clippers,West,26-26,8,,Pacific,7-Sep,3,42,40,0.512,0,42-40,25-16,17-24,4-Jun,3-Jul,6-Apr,0-4,5-Oct,20-21,5,W 5,-4,L 4,7,5,5,W 5,1,W 1,5,W 5,22,22,0,0,0,0,0,29-8,13-32,0-0,31-5,Nov-34,0-1,36-25,25-38,18-25,36-8,21-4,23-15,108,108,0,16-14,6-Apr,6-Apr,2-Aug,26-26,8-Oct,7-Sep,11-Jul,9-Aug,4-Jun,9-May,May-00,,,,,,4-Jan,6-Oct,8-Jul,30-31,9-Dec
0,22021,1610612737,Atlanta,Hawks,East,26-26,9,,Southeast,7-Sep,2,43,39,0.524,0,43-39,27-14,16-25,3-Jul,1-Sep,6-Apr,0-1,3-Jul,24-18,-10,L 10,-7,L 7,7,6,4,W 4,1,W 1,1,W 1,10,10,0,0,0,0,0,35-12,27-Jul,Jan-00,38-6,31-May,0-2,42-25,36-37,21-28,33-6,25-17,28-15,114,112,2,26-26,12-Jun,7-Nov,7-Sep,17-13,5-May,4-Jun,4-Jun,7-Aug,5-May,6-Nov,2-Mar,,,,,,3-Mar,7-Aug,9-May,28-30,15-9
0,22021,1610612740,New Orleans,Pelicans,West,25-27,9,,Southwest,10-Jun,3,36,46,0.439,0,36-46,19-22,17-24,4-Jun,5-May,5-May,2-Jan,3-Apr,23-30,-6,L 6,-7,L 7,4,9,-1,L 1,-1,L 1,-2,L 2,28,20,0,0,0,0,0,24-8,Nov-37,1-Jan,28-5,Jun-39,2-Feb,34-32,20-44,18-32,25-6,28-24,21-19,109,110,-1,19-Nov,8-Feb,4-Jun,7-Mar,25-27,9-Sep,8-Oct,10-Jun,10-May,4-Jul,7-Aug,3-Mar,,,,,,6-Jan,11-May,5-Jul,23-36,13-10
0,22021,1610612759,San Antonio,Spurs,West,24-28,10,,Southwest,10-Jun,4,34,48,0.415,0,34-48,16-25,18-23,4-Jun,6-Apr,5-May,3-Jan,5-Jun,19-24,-3,L 3,5,W 5,4,6,-1,L 1,-2,L 2,-3,L 3,30,22,0,0,0,0,0,28-9,Jun-38,0-1,31-7,Feb-40,1-Jan,32-38,20-47,14-33,29-9,23-10,18-26,113,113,0,20-Oct,8-Feb,7-Mar,5-May,24-28,7-Nov,11-Jul,10-Jun,12-May,6-May,7-Jul,3-Mar,,,,,,4-Feb,9-Apr,7-Aug,23-36,12-Nov
0,22021,1610612766,Charlotte,Hornets,East,27-25,10,,Southeast,8-Aug,3,43,39,0.524,0,43-39,22-19,21-20,4-Jun,4-Jun,4-Jun,0-7,8-Jun,24-23,-7,L 7,5,W 5,5,6,2,W 2,1,W 1,3,W 3,10,10,0,0,0,0,0,30-8,31-Dec,Jan-00,36-6,Jun-33,Jan-00,41-32,32-39,23-28,39-8,21-12,28-23,115,115,0,27-25,10-Aug,7-Nov,8-Aug,16-14,4-Jun,7-Mar,3-Jul,6-Sep,10-Feb,4-Oct,2-Mar,,,,,,2-May,8-Aug,7-Jun,29-31,14-8
0,22021,1610612747,Los Angeles,Lakers,West,18-34,11, - o,Pacific,13-Mar,4,33,49,0.402,0,33-49,21-20,29-Dec,8-Feb,7-Mar,7-Mar,2-Aug,7-May,13-22,4,W 4,-11,L 11,4,8,1,W 1,1,W 1,2,W 2,31,31,0,0,0,1,1,17-12,14-35,2-Feb,18-14,14-35,Jan-00,31-40,26-49,27-Dec,26-9,16-12,20-14,112,115,-3,15-15,6-Apr,5-May,4-Jun,18-34,10-Aug,13-Mar,11-Jul,8-Jun,6-Mar,12-Apr,4-Feb,,,,,,3-Apr,8-Aug,8-Jun,27-31,18-Jun
0,22021,1610612752,New York,Knicks,East,22-30,11, - o,Atlantic,11-May,5,37,45,0.451,0,37-45,17-24,20-21,3-Jul,6-Apr,2-Aug,2-Jan,6-May,19-23,5,W 5,-6,L 6,4,7,1,W 1,5,W 5,2,W 2,16,14,0,0,0,1,1,28-13,31-Jul,1-Feb,32-12,May-33,0-0,33-29,15-40,15-27,27-9,30-16,15-15,106,107,0,22-30,11-May,10-Aug,9-Sep,15-15,8-Feb,4-Jun,3-Jul,8-Jul,9-Jan,7-Sep,2-Mar,,,,,,1-May,9-Jun,9-Jun,25-34,11-Dec
0,22021,1610612758,Sacramento,Kings,West,20-32,12, - o,Pacific,10-Jun,5,30,52,0.366,0,30-52,16-25,14-27,5-May,8-Feb,4-Jun,1-Feb,8-Jul,30-Nov,-5,L 5,-13,L 13,3,7,-5,L 5,1,W 1,1,W 1,34,34,0,0,0,1,1,21-15,Jul-36,1-Feb,22-7,Jul-44,1-Jan,29-35,27-51,13-35,25-9,15-15,23-Nov,110,116,-5,20-Oct,9-Jan,7-Mar,4-Jun,20-32,12-Jun,10-Jun,10-Aug,12-Mar,6-May,9-May,3-Feb,,,,,,3-Mar,11-May,8-Jul,22-38,14-Aug
0,22021,1610612764,Washington,Wizards,East,24-28,12, - o,Southeast,9-Jul,4,35,47,0.427,0,35-47,21-20,14-27,5-May,4-Jun,8-Feb,1-Mar,6-Dec,27-Nov,-6,L 6,-8,L 8,5,6,-1,L 1,-2,L 2,-3,L 3,18,18,0,0,0,1,1,18-11,15-36,Feb-00,27-6,Jul-41,Jan-00,33-30,25-44,18-28,29-12,21-14,18-Sep,109,112,-3,24-28,10-Aug,9-Sep,9-Jul,19-Nov,5-May,8-Feb,6-Apr,9-May,7-Apr,10-Jun,4-Feb,,,,,,1-May,7-Aug,9-May,27-31,16-Aug
0,22021,1610612754,Indiana,Pacers,East,Nov-41,13, - o,Central,14-Feb,4,25,57,0.305,0,25-57,16-25,Sep-32,0-10,8-Feb,8-Feb,4-Apr,14-Mar,14-19,-5,L 5,-8,L 8,3,10,-5,L 5,-5,L 5,-10,L 10,28,26,0,0,0,1,1,21-14,Apr-39,0-4,18-12,Jun-42,3-Jan,24-44,17-53,14-38,19-11,18-20,21-Dec,111,115,-3,Nov-41,13-May,14-Feb,14-Apr,14-16,6-Apr,6-Apr,4-Jun,11-May,9-Feb,10-Apr,0-5,,,,,,6-Jan,8-Aug,8-May,20-40,17-May
